iter	Logloss
162	0.4593032668
163	0.4591805402
164	0.4590701582
165	0.4589737982
166	0.4588727863
167	0.4586216726
168	0.4585006675
169	0.4582686816
170	0.4581345383
171	0.458030844
172	0.4578447809
173	0.4576933809
174	0.4575913253
175	0.4574924047
176	0.4573104542
177	0.4571868092
178	0.4570500985
179	0.4568271226
180	0.4566974829
181	0.4565713884
182	0.4564548272
183	0.4563450177
184	0.4562573938
185	0.4561236652
186	0.4559610864
187	0.4558237881
188	0.455696403
189	0.4555387548
190	0.4553861465
191	0.4552057902
192	0.4551324822
193	0.4549666607
194	0.4548113581
195	0.454683607
196	0.4545728808
197	0.4543798743
198	0.4542782029
199	0.4541046726
200	0.4539822029
201	0.4538707537
202	0.4538528132
203	0.4538034606
204	0.4537165149
205	0.4535389676
206	0.4534089503
207	0.4532303308
208	0.4530892897
209	0.452917734
210	0.4527959568
211	0.4527222076
212	0.4526201214
213	0.45254646
214	0.452488906
215	0.4523779292
216	0.4523218523
217	0.4521840569
218	0.4520585086
219	0.4519073274
220	0.4517643018
221	0.451651878
222	0.4514636409
223	0.4512638427
224	0.4511786961
225	0.4510920856
226	0.4509978283
227	0.4508332598
228	0.4507464883
229	0.4506624183
230	0.4504823945
231	0.4503565862
232	0.4502215396
233	0.4500736466
234	0.449972618
235	0.4498070045
236	0.4497012449
237	0.4495340299
238	0.4494010874
239	0.4492840005
240	0.4491305617
241	0.4490608514
242	0.4490411483
243	0.44892739
244	0.4488050888
245	0.4486626721
246	0.4485728622
247	0.4484644348
248	0.4483203256
249	0.4481555677
250	0.4480272324
251	0.4478681063
252	0.4477706425
253	0.4476739716
254	0.4475833473
255	0.4475344749
256	0.4474370151
257	0.447226255
258	0.4470092458
259	0.4468470404
260	0.4467172052
261	0.4465857473
262	0.4464477285
263	0.4462655628
264	0.4461927005
265	0.4460391199
266	0.4458400893
267	0.4457223498
268	0.4456015382
269	0.4454098425
270	0.4452837683
271	0.4451923798
272	0.4450893995
273	0.4449461225
274	0.444830614
275	0.4446730695
276	0.4445391008
277	0.4444133683
278	0.4443334334
279	0.4442336903
280	0.4440781316
281	0.4439093016
282	0.4437402226
283	0.4436196629
284	0.4435010217
285	0.443386633
286	0.4432809118
287	0.4431827577
288	0.4430958034
289	0.4429276124
290	0.4428256734
291	0.4427245864
292	0.44256468
293	0.4424626039
294	0.4423932113
295	0.4422547319
296	0.4420969238
297	0.4419636978
298	0.4418856869
299	0.4418020401
300	0.4417210831
301	0.4416033196
302	0.4415187192
303	0.4413864925
304	0.4412580488
305	0.4411442022
306	0.4410465325
307	0.4409727977
308	0.4408186053
309	0.4407138095
310	0.4405947045
311	0.4404905735
312	0.4404261716
313	0.4403072595
314	0.4402005951
315	0.4400848741
316	0.4399938374
317	0.4399084812
318	0.4397427806
319	0.4396153525
320	0.4395150757
321	0.439412442
322	0.4393080514
323	0.439205045
324	0.439126626
325	0.4389980082
326	0.4388869446
327	0.4387044078
328	0.438605598
329	0.438445753
330	0.4383005091
331	0.4381269355
332	0.4379649692
333	0.4378675631
334	0.4376548739
335	0.4375717339
336	0.4374757597
337	0.4374043917
338	0.4373136015
339	0.4372066607
340	0.4371080252
341	0.4369966436
342	0.4369196816
343	0.4368043268
344	0.4367196548
345	0.4366175509
346	0.4364662899
347	0.4363780065
348	0.4363115848
349	0.4362138698
350	0.4361136598
351	0.4359756541
352	0.4359216617
353	0.4357381388
354	0.4355869709
355	0.4354807936
356	0.4353802064
357	0.4352585867
358	0.4351270403
359	0.4350054076
360	0.4349356828
361	0.4348369404
362	0.4347240858
363	0.4346057084
364	0.4345067162
365	0.4344225924
366	0.43432286
367	0.4341999571
368	0.4341003398
369	0.4339879729
370	0.4339151384
371	0.4338142121
372	0.4337143238
373	0.4335924049
374	0.4334722203
375	0.4333696951
376	0.4332463486
377	0.4331605599
378	0.4330361046
379	0.4329157697
380	0.4327970876
381	0.4327088974
382	0.4326128033
383	0.4325164626
384	0.4323790357
385	0.4322147278
386	0.4321562071
387	0.432040098
388	0.4319794611
389	0.4319028025
390	0.4318088058
391	0.4316771152
392	0.4315731914
393	0.4314397424
394	0.4313584132
395	0.4313000144
396	0.4311195552
397	0.4310230034
398	0.4309300644
399	0.4308304934
400	0.4307803633
401	0.4306943765
402	0.4305977762
403	0.43050394
404	0.4304211667
405	0.4303014012
406	0.4302074245
407	0.4300454725
408	0.4299716512
409	0.4298478753
410	0.4297007062
411	0.4296240451
412	0.4294741056
413	0.4294320645
414	0.4293417427
415	0.4292890648
416	0.4292313658
417	0.4291077256
418	0.4290048084
419	0.4288944983
420	0.428834464
421	0.4287835789
422	0.4285999754
423	0.4284850679
424	0.4284264294
425	0.4283411242
426	0.428194024
427	0.4281213016
428	0.428010885
429	0.4279046244
430	0.4277958463
431	0.4277546198
432	0.427607391
433	0.4274985368
434	0.4274177121
435	0.4273448501
436	0.4272684922
437	0.4271235397
438	0.4270360474
439	0.426863916
440	0.4267831432
441	0.4266841346
442	0.4266021706
443	0.4265584846
444	0.4264247758
445	0.426349644
446	0.4262480756
447	0.4261077501
448	0.4259983432
449	0.4259439494
450	0.4258879795
451	0.4257949131
452	0.4256652337
453	0.4255861868
454	0.425486428
455	0.4253938236
456	0.425257858
457	0.4251614969
458	0.4250479698
459	0.4249491171
460	0.4248654038
461	0.4247682589
462	0.424638804
463	0.4245520388
464	0.4244110934
465	0.4243424844
466	0.4242340463
467	0.4242004772
468	0.4241326305
469	0.4240008805
470	0.4239257911
471	0.4238156562
472	0.423703897
473	0.4236009339
474	0.4235179265
475	0.4234470525
476	0.4233705518
477	0.4232936415
478	0.4231620684
479	0.4230797688
480	0.4229561033
481	0.4228934395
482	0.4227955034
483	0.4226742962
484	0.4226106687
485	0.4225178359
486	0.4223692305
487	0.4222436896
488	0.4220909833
489	0.4219843864
490	0.421900005
491	0.4217907289
492	0.421703737
493	0.4216335907
494	0.4215399547
495	0.4214903008
496	0.421424169
497	0.4212889281
498	0.4211636865
499	0.4210641093
500	0.4209589643
501	0.4208931028
502	0.4208320468
503	0.4207572759
504	0.4206909335
505	0.4206440929
506	0.4205434327
507	0.4204371901
508	0.4203542892
509	0.4202852791
510	0.4201632979
511	0.4200903297
512	0.4199611718
513	0.4197895614
514	0.4196778457
515	0.4195293665
516	0.4193994001
517	0.4192932327
518	0.4191606197
519	0.4190482052
520	0.4189268455
521	0.4188270941
522	0.4187533374
523	0.4186707915
524	0.4185764808
525	0.4185070518
526	0.4184230044
527	0.418396245
528	0.4182864449
529	0.4182199349
530	0.4181032225
531	0.4179634921
532	0.4178796174
533	0.4178001547
534	0.417719655
535	0.417686278
536	0.4175951249
537	0.4175128722
538	0.4174170522
539	0.417367284
540	0.4172762529
541	0.4171709584
542	0.4170799794
543	0.41697747
544	0.4169257917
545	0.4168433319
546	0.4167903821
547	0.4167321266
548	0.4166354305
549	0.4165481984
550	0.4164036128
551	0.4162674368
552	0.4162155514
553	0.4160374883
554	0.4158859055
555	0.4157988467
556	0.4156989297
557	0.4156086018
558	0.4155650471
559	0.4155076236
560	0.4154306242
561	0.415234673
562	0.4151562396
563	0.4150617827
564	0.4150045793
565	0.4149022247
566	0.4148251837
567	0.4147876686
568	0.4146907766
569	0.4145680683
570	0.414506157
571	0.4143694199
572	0.4142917523
573	0.4141333233
574	0.4140489867
575	0.4139176562
576	0.4138646523
577	0.4137545079
578	0.4136020536
579	0.4135497539
580	0.4134421919
581	0.4133515482
582	0.4132804967
583	0.4131747205
584	0.4131118607
585	0.4130680705
586	0.4129469708
587	0.4129051861
588	0.4127892891
589	0.4126595033
590	0.412603027
591	0.4125412154
592	0.4123808766
593	0.4123247782
594	0.4122250364
595	0.4121623638
596	0.4121081083
597	0.4120462955
598	0.411994979
599	0.4119619642
600	0.4118744286
601	0.4118344135
602	0.4117541015
603	0.4116664492
604	0.4115931925
605	0.4114965492
606	0.4113832164
607	0.4113108051
608	0.411206029
609	0.4110619459
610	0.4109812371
611	0.4109166804
612	0.4108489405
613	0.4107712843
614	0.4106824856
615	0.4106235305
616	0.4105295466
617	0.4104853473
618	0.4103899628
619	0.410259591
620	0.4101871881
621	0.4100724688
622	0.4099555873
623	0.4098285794
624	0.4097117206
625	0.4096344059
626	0.4095764064
627	0.4095270536
628	0.4094665523
629	0.4093889718
630	0.4092785923
631	0.4091947459
632	0.4090526533
633	0.4089662926
634	0.4088702199
635	0.4088123374
636	0.4087563094
637	0.4086236666
638	0.4085619258
639	0.408458979
640	0.4083469034
641	0.4082966869
642	0.4082346337
643	0.4081641738
644	0.4080193563
645	0.4079534322
646	0.4078627689
647	0.4077520807
648	0.4076044549
649	0.4075292425
650	0.4074583964
651	0.4074066426
652	0.4073170469
653	0.407276105
654	0.407195639
655	0.4071402637
656	0.4070888971
657	0.407004753
658	0.4069447452
659	0.4068224498
660	0.4067732163
661	0.4067051722
662	0.4066195981
663	0.4065693732
664	0.4064783141
665	0.4063497667
666	0.4062646109
667	0.4061990489
668	0.4060809587
669	0.4059833764
670	0.4058753282
671	0.405796891
672	0.4057573594
673	0.4056911468
674	0.405583986
675	0.4055206299
676	0.4054051904
677	0.4053443712
678	0.4052469972
679	0.405178251
680	0.4050764563
681	0.4049742665
682	0.4048723404
683	0.4048184549
684	0.4047349913
685	0.4046762849
686	0.4046051578
687	0.40456036
688	0.4045119709
689	0.4044297304
690	0.4043419786
691	0.4042872114
692	0.4041770508
693	0.4040701991
694	0.4040290455
695	0.4039235077
696	0.4038408818
697	0.4037259115
698	0.4036489669
699	0.4035602326
700	0.4034725625
701	0.4033787094
702	0.4032719119
703	0.4032111051
704	0.4031046714
705	0.4030436926
706	0.4029502185
707	0.4028331018
708	0.4027535188
709	0.4026985049
710	0.4026327611
711	0.4024876478
712	0.4024199284
713	0.4023862011
714	0.4023118733
715	0.4022390144
716	0.4021781862
717	0.4020873233
718	0.402002805
719	0.4019124146
720	0.4018810776
721	0.4018083675
722	0.4017487581
723	0.4016478582
724	0.4015714379
725	0.4014706414
726	0.4013695816
727	0.4013235529
728	0.4012181856
729	0.4011348063
730	0.4010727851
731	0.4009907339
732	0.4009365848
733	0.4008776599
734	0.4008047678
735	0.4007502426
736	0.4006227662
737	0.4005598354
738	0.4004522966
739	0.4004235893
740	0.400309245
741	0.4001729081
742	0.4000631885
743	0.3999820565
744	0.3998800982
745	0.3997798667
746	0.3997476985
747	0.3996915557
748	0.399623788
749	0.3995901904
750	0.3994931252
751	0.3994041743
752	0.3993482125
753	0.3993216462
754	0.3992310579
755	0.3991951393
756	0.3991323311
757	0.3990805465
758	0.3989963975
759	0.3989297979
760	0.3987891083
761	0.3987021994
762	0.3985820373
763	0.3984699347
764	0.3983875367
765	0.3983268061
766	0.3982564152
767	0.3981781415
768	0.3980732286
769	0.3980097104
770	0.3979024903
771	0.3978560716
772	0.3977993342
773	0.3977774666
774	0.3977029402
775	0.3976722289
776	0.397589892
777	0.3975018927
778	0.3974605239
779	0.3973879558
780	0.3973619436
781	0.3972791662
782	0.3971936501
783	0.3971406946
784	0.3970859168
785	0.3970562739
786	0.3970150267
787	0.3969565136
788	0.3968423002
789	0.3967400916
790	0.3966412759
791	0.3965930614
792	0.3965242292
793	0.3964526287
794	0.3964133637
795	0.3963561213
796	0.3962700561
797	0.3961886249
798	0.3961266543
799	0.3960235633
800	0.3959629096
801	0.3959067099
802	0.3958369418
803	0.3957621872
804	0.3957332603
805	0.3956776381
806	0.3955881437
807	0.3954904792
808	0.3954432628
809	0.3953861443
810	0.3953126658
811	0.3951815588
812	0.3950849561
813	0.3950009764
814	0.3949150649
815	0.3948444235
816	0.3947886044
817	0.3946541461
818	0.3944961754
819	0.3944548971
820	0.3943846917
821	0.3943143032
822	0.3942365682
823	0.3941668279
824	0.394116937
825	0.3940397135
826	0.3939847283
827	0.3939161296
828	0.3938360395
829	0.3937711982
830	0.393701808
831	0.3936632848
832	0.3936066633
833	0.3935370334
834	0.3934648022
835	0.3934092169
836	0.3933324005
837	0.3932643842
838	0.3931479892
839	0.3930709783
840	0.3930165532
841	0.3929498269
842	0.3928740297
843	0.3928123541
844	0.3927807785
845	0.3926914943
846	0.3926521857
847	0.3925596923
848	0.3925311671
849	0.3924773457
850	0.3924224852
851	0.3923727479
852	0.3923336843
853	0.3922570399
854	0.3921672493
855	0.3921079703
856	0.3920263887
857	0.391947072
858	0.3919185944
859	0.3918556932
860	0.3918173692
861	0.3917591041
862	0.391723759
863	0.3916508117
864	0.3915832649
865	0.3914868509
866	0.391393829
867	0.3913465918
868	0.3913069964
869	0.3912109395
870	0.3911721943
871	0.3911318527
872	0.3910387779
873	0.3910021359
874	0.3909170777
875	0.3908871567
876	0.3908402955
877	0.3907495533
878	0.3907153111
879	0.3906309952
880	0.3905526197
881	0.3904604037
882	0.3903498048
883	0.3902843936
884	0.3901854334
885	0.3901015979
886	0.3900333994
887	0.3900116803
888	0.3899359364
889	0.3898967041
890	0.3898296072
891	0.3898059948
892	0.3897554451
893	0.3896794874
894	0.3895851952
895	0.3895113143
896	0.3894377935
897	0.3893747486
898	0.3893090925
899	0.3892582653
900	0.3892110219
901	0.3891369033
902	0.3890782598
903	0.3890512634
904	0.3889531408
905	0.3888597156
906	0.3887520814
907	0.3887008076
908	0.3886586112
909	0.3885803464
910	0.3885153226
911	0.388376391
912	0.3883319878
913	0.3882755675
914	0.3882190039
915	0.3881697964
916	0.3881299431
917	0.387985116
918	0.3879255629
919	0.3878845485
920	0.3878191359
921	0.3877656993
922	0.3876972341
923	0.3876445696
924	0.387605686
925	0.3875305386
926	0.3874963765
927	0.3874242029
928	0.3873475474
929	0.3872892684
930	0.3872443603
931	0.3871545924
932	0.3870888617
933	0.3870614927
934	0.3869869853
935	0.3869136355
936	0.3868713732
937	0.3868152035
938	0.3867335049
939	0.3866722091
940	0.386614135
941	0.3865376416
942	0.3865017371
943	0.3864341173
944	0.3863723009
945	0.386319764
946	0.3862759053
947	0.386187925
948	0.3860545902
949	0.3859705812
950	0.3859300345
951	0.3858598497
952	0.3857868523
953	0.3857383948
954	0.3856611822
955	0.3855844142
956	0.3855005965
957	0.3854423578
958	0.3853816453
959	0.3853275779
960	0.3852974845
961	0.3852513784
962	0.3851706389
963	0.3851399667
964	0.3850831545
965	0.3850244245
966	0.3849427252
967	0.3849057304
968	0.3848760825
969	0.3848225576
970	0.3847561802
971	0.3846998383
972	0.3846718106
973	0.3846086308
974	0.3845618758
975	0.3844506326
976	0.384387749
977	0.3843115392
978	0.3842758935
979	0.384251511
980	0.3841845
981	0.3841060835
982	0.3839963852
983	0.3839434497
984	0.3838980039
985	0.3837916944
986	0.3837065955
987	0.383634381
988	0.3835815837
989	0.3835114249
990	0.3834308406
991	0.3833905373
992	0.38337378
993	0.3832853254
994	0.3832658231
995	0.3832106166
996	0.3830700744
997	0.3830004242
998	0.3829497637
999	0.3828847434
